Tags,Source,Info #,Material group,Material type,Manufacturer,Core (or Grain) size (nm),Hydrodynamic size (nm),Size distribution,Surface charge (mV),Surface Area (m^2/g),Shape,Assay method,Cell line (or type),Cell line species,IC origin,Exposure time,Dose (ug/ml),Toxicity value (%)
,article,28126643,Oxide,ZnO,Sigma Aldrich,72,253,,-33.7,,,NRU,MDCK,Dog,Kidney,24 h,369,17.2282
,article,28126643,Oxide,ZnO,Sigma Aldrich,72,253,,-33.7,,,NRU,MDCK,Dog,Kidney,24 h,737,9.4181
,article,28126643,Oxide,ZnO,Sigma Aldrich,72,253,,-33.7,,,MTT,MDCK,Dog,Kidney,24 h,12,100.6154
,article,28126643,Oxide,ZnO,Sigma Aldrich,72,253,,-33.7,,,MTT,MDCK,Dog,Kidney,24 h,61,99.4615
,article,28126643,Oxide,ZnO,Sigma Aldrich,72,253,,-33.7,,,MTT,MDCK,Dog,Kidney,24 h,123,94.6154
,article,28126643,Oxide,ZnO,Sigma Aldrich,72,253,,-33.7,,,MTT,MDCK,Dog,Kidney,24 h,184,25.8462
,article,28126643,Oxide,ZnO,Sigma Aldrich,72,253,,-33.7,,,MTT,MDCK,Dog,Kidney,24 h,369,10.1539
,article,28126643,Oxide,ZnO,Sigma Aldrich,72,253,,-33.7,,,MTT,MDCK,Dog,Kidney,24 h,737,5.3077
,article,28126643,Oxide,ZnO,Sigma Aldrich,72,253,,-33.7,,,Trypan blue,MDCK,Dog,Kidney,24 h,12,101.0204
,article,28126643,Oxide,ZnO,Sigma Aldrich,72,253,,-33.7,,,Trypan blue,MDCK,Dog,Kidney,24 h,61,102.4333
,article,28126643,Oxide,ZnO,Sigma Aldrich,72,253,,-33.7,,,Trypan blue,MDCK,Dog,Kidney,24 h,123,97.2527
,article,28126643,Oxide,ZnO,Sigma Aldrich,72,253,,-33.7,,,Trypan blue,MDCK,Dog,Kidney,24 h,184,95.6044
,article,28126643,Oxide,ZnO,Sigma Aldrich,72,253,,-33.7,,,Trypan blue,MDCK,Dog,Kidney,24 h,369,58.8697
,article,28126643,Oxide,ZnO,Sigma Aldrich,72,253,,-33.7,,,Trypan blue,MDCK,Dog,Kidney,24 h,737,0.9419
,article,28126643,Oxide,ZnO,Sigma Aldrich,72,253,,-33.7,,,NRU,MDCK,Dog,Kidney,24 h,12,98.5452
,article,28126643,Oxide,ZnO,Sigma Aldrich,72,253,,-33.7,,,NRU,MDCK,Dog,Kidney,24 h,61,102.2205
,article,28126643,Oxide,ZnO,Sigma Aldrich,72,253,,-33.7,,,NRU,MDCK,Dog,Kidney,24 h,123,105.2067
,article,28126643,Oxide,ZnO,Sigma Aldrich,72,253,,-33.7,,,NRU,MDCK,Dog,Kidney,24 h,184,25.4977
,article,28126643,Oxide,ZnO,Sigma Aldrich,72,253,,-33.7,,,NRU,MDCK,Dog,Kidney,24 h,369,9.6478
,article,28126643,Oxide,ZnO,Sigma Aldrich,72,253,,-33.7,,,NRU,MDCK,Dog,Kidney,24 h,737,6.4319
,article,28126643,Oxide,ZnO,Sigma Aldrich,72,253,,-33.7,,,MTT,MDCK,Dog,Kidney,24 h,12,101.5385
,article,28126643,Oxide,ZnO,Sigma Aldrich,72,253,,-33.7,,,MTT,MDCK,Dog,Kidney,24 h,61,97.8462
,article,28126643,Oxide,ZnO,Sigma Aldrich,72,253,,-33.7,,,MTT,MDCK,Dog,Kidney,24 h,123,90.4615
,article,28126643,Oxide,ZnO,Sigma Aldrich,72,253,,-33.7,,,MTT,MDCK,Dog,Kidney,24 h,184,19.1539
,article,28126643,Oxide,ZnO,Sigma Aldrich,72,253,,-33.7,,,MTT,MDCK,Dog,Kidney,24 h,369,6.4615
,article,28126643,Oxide,ZnO,Sigma Aldrich,72,253,,-33.7,,,MTT,MDCK,Dog,Kidney,24 h,737,4.1539
,article,28058665,Oxide,ZnO,Sigma Aldrich,,,,,,,MTT,HL-60,Human,Blood,24 h,0.008,78.5812
,article,28058665,Oxide,ZnO,Sigma Aldrich,,,,,,,MTT,HL-60,Human,Blood,24 h,0.015,69.1269
,article,28058665,Oxide,ZnO,Sigma Aldrich,,,,,,,MTT,HL-60,Human,Blood,24 h,0.03,61.7599
,article,28058665,Oxide,ZnO,Sigma Aldrich,,,,,,,MTT,HL-60,Human,Blood,24 h,0.06,40.5184
,article,28058665,Oxide,ZnO,Sigma Aldrich,,,,,,,MTT,HL-60,Human,Blood,24 h,0.125,21.7326
,article,28058665,Oxide,ZnO,Sigma Aldrich,,,,,,,MTT,HL-60,Human,Blood,24 h,0.25,11.0505
,article,28058665,Oxide,ZnO,Sigma Aldrich,,,,,,,MTT,HL-60,Human,Blood,24 h,0.5,3.9291
,article,28058665,Oxide,ZnO,Sigma Aldrich,,,,,,,MTT,HL-60,Human,Blood,24 h,1,3.5607
,article,28058665,Oxide,ZnO,Sigma Aldrich,,,,,,,MTT,HL-60,Human,Blood,24 h,2,3.0696
,article,27997269,Oxide,ZnO,JRC,135,202.6,,-19.1,14,,NRU,HUVECs,Human,Umbilical vein,24 h,0,100
,article,27997269,Oxide,ZnO,JRC,135,202.6,,-19.1,14,,NRU,HUVECs,Human,Umbilical vein,24 h,2,111.2399
,article,27997269,Oxide,ZnO,JRC,135,202.6,,-19.1,14,,NRU,HUVECs,Human,Umbilical vein,24 h,4,113.0939
,article,27997269,Oxide,ZnO,JRC,135,202.6,,-19.1,14,,NRU,HUVECs,Human,Umbilical vein,24 h,8,115.8749
,article,27997269,Oxide,ZnO,JRC,135,202.6,,-19.1,14,,NRU,HUVECs,Human,Umbilical vein,24 h,16,115.6431
,article,27997269,Oxide,ZnO,JRC,135,202.6,,-19.1,14,,NRU,HUVECs,Human,Umbilical vein,24 h,32,120.9734
,article,27997269,Oxide,ZnO,JRC,135,202.6,,-19.1,14,,WST,HUVECs,Human,Umbilical vein,24 h,0,100
,article,27997269,Oxide,ZnO,JRC,135,202.6,,-19.1,14,,WST,HUVECs,Human,Umbilical vein,24 h,2,107.5269
,article,27997269,Oxide,ZnO,JRC,135,202.6,,-19.1,14,,WST,HUVECs,Human,Umbilical vein,24 h,4,112.3059
,article,27997269,Oxide,ZnO,JRC,135,202.6,,-19.1,14,,WST,HUVECs,Human,Umbilical vein,24 h,8,121.8638
,article,27997269,Oxide,ZnO,JRC,135,202.6,,-19.1,14,,WST,HUVECs,Human,Umbilical vein,24 h,16,119.9522
,article,27997269,Oxide,ZnO,JRC,135,202.6,,-19.1,14,,WST,HUVECs,Human,Umbilical vein,24 h,32,107.7658
,article,27997269,Oxide,ZnO,JRC,135,202.6,,-19.1,14,,NRU,HUVECs,Human,Umbilical vein,24 h,0,100
,article,27997269,Oxide,ZnO,JRC,135,202.6,,-19.1,14,,NRU,HUVECs,Human,Umbilical vein,24 h,2,107.0684
,article,27997269,Oxide,ZnO,JRC,135,202.6,,-19.1,14,,NRU,HUVECs,Human,Umbilical vein,24 h,4,111.2399
,article,27997269,Oxide,ZnO,JRC,135,202.6,,-19.1,14,,NRU,HUVECs,Human,Umbilical vein,24 h,8,111.0081
,article,27997269,Oxide,ZnO,JRC,135,202.6,,-19.1,14,,NRU,HUVECs,Human,Umbilical vein,24 h,16,108.6906
,article,27997269,Oxide,ZnO,JRC,135,202.6,,-19.1,14,,NRU,HUVECs,Human,Umbilical vein,24 h,32,13.2097
,article,27997269,Oxide,ZnO,JRC,135,202.6,,-19.1,14,,WST,HUVECs,Human,Umbilical vein,24 h,0,100
,article,27997269,Oxide,ZnO,JRC,135,202.6,,-19.1,14,,WST,HUVECs,Human,Umbilical vein,24 h,2,106.0932
,article,27997269,Oxide,ZnO,JRC,135,202.6,,-19.1,14,,WST,HUVECs,Human,Umbilical vein,24 h,4,113.5006
,article,27997269,Oxide,ZnO,JRC,135,202.6,,-19.1,14,,WST,HUVECs,Human,Umbilical vein,24 h,8,114.4564
,article,27997269,Oxide,ZnO,JRC,135,202.6,,-19.1,14,,WST,HUVECs,Human,Umbilical vein,24 h,16,115.8901
,article,27997269,Oxide,ZnO,JRC,135,202.6,,-19.1,14,,WST,HUVECs,Human,Umbilical vein,24 h,32,29.3907
,article,27785022,Oxide,ZnO,Beijing DK nanotechnology,62.94,65,,,,Sphere,MTT,SCs,Human,Blood,24 h,0,100
,article,27785022,Oxide,ZnO,Beijing DK nanotechnology,62.94,65,,,,Sphere,MTT,SCs,Human,Blood,24 h,5,93.5966
,article,27785022,Oxide,ZnO,Beijing DK nanotechnology,62.94,65,,,,Sphere,MTT,SCs,Human,Blood,24 h,10,95.9661
,article,27785022,Oxide,ZnO,Beijing DK nanotechnology,62.94,65,,,,Sphere,MTT,SCs,Human,Blood,24 h,15,28.4344
,article,27785022,Oxide,ZnO,Beijing DK nanotechnology,62.94,65,,,,Sphere,MTT,SCs,Human,Blood,24 h,20,22.5106
,article,27785022,Oxide,ZnO,Beijing DK nanotechnology,62.94,65,,,,Sphere,MTT,SCs,Human,Blood,12 h,0,100
,article,27785022,Oxide,ZnO,Beijing DK nanotechnology,62.94,65,,,,Sphere,MTT,SCs,Human,Blood,12 h,5,108.6037
,article,27785022,Oxide,ZnO,Beijing DK nanotechnology,62.94,65,,,,Sphere,MTT,SCs,Human,Blood,12 h,10,98.3357
,article,27785022,Oxide,ZnO,Beijing DK nanotechnology,62.94,65,,,,Sphere,MTT,SCs,Human,Blood,12 h,15,52.9196
,article,27785022,Oxide,ZnO,Beijing DK nanotechnology,62.94,65,,,,Sphere,MTT,SCs,Human,Blood,12 h,20,33.1735
,article,27785022,Oxide,ZnO,Beijing DK nanotechnology,62.94,65,,,,Sphere,MTT,LCs,Human,Skin,24 h,0,100
,article,27785022,Oxide,ZnO,Beijing DK nanotechnology,62.94,65,,,,Sphere,MTT,LCs,Human,Skin,24 h,5,80.9065
,article,27785022,Oxide,ZnO,Beijing DK nanotechnology,62.94,65,,,,Sphere,MTT,LCs,Human,Skin,24 h,10,79.5184
,article,27785022,Oxide,ZnO,Beijing DK nanotechnology,62.94,65,,,,Sphere,MTT,LCs,Human,Skin,24 h,15,20.0283
,article,27785022,Oxide,ZnO,Beijing DK nanotechnology,62.94,65,,,,Sphere,MTT,LCs,Human,Skin,24 h,20,15.864
,article,27785022,Oxide,ZnO,Beijing DK nanotechnology,62.94,65,,,,Sphere,MTT,LCs,Human,Skin,12 h,0,100
,article,27785022,Oxide,ZnO,Beijing DK nanotechnology,62.94,65,,,,Sphere,MTT,LCs,Human,Skin,12 h,5,100.3399
,article,27785022,Oxide,ZnO,Beijing DK nanotechnology,62.94,65,,,,Sphere,MTT,LCs,Human,Skin,12 h,10,94.9858
,article,27785022,Oxide,ZnO,Beijing DK nanotechnology,62.94,65,,,,Sphere,MTT,LCs,Human,Skin,12 h,15,37.0822
,article,27785022,Oxide,ZnO,Beijing DK nanotechnology,62.94,65,,,,Sphere,MTT,LCs,Human,Skin,12 h,20,23.796
,article,27718258,Oxide,ZnO,Sigma Aldrich,35,,,,,,MTT,PC-3,Human,Prostate,,0.1,86.5639
,article,27718258,Oxide,ZnO,Sigma Aldrich,35,,,,,,MTT,PC-3,Human,Prostate,,1,82.1586
,article,27718258,Oxide,ZnO,Sigma Aldrich,35,,,,,,MTT,PC-3,Human,Prostate,,10,78.4141
,article,27718258,Oxide,ZnO,Sigma Aldrich,35,,,,,,MTT,PC-3,Human,Prostate,,100,25.9912
,article,27718258,Oxide,ZnO,Sigma Aldrich,35,,,,,,MTT,PC-3,Human,Prostate,,1000,14.5374
,article,27718258,Oxide,ZnO,Sigma Aldrich,35,,,,,,MTT,A549,Human,Lung,,0.1,75.3304
,article,27718258,Oxide,ZnO,Sigma Aldrich,35,,,,,,MTT,A549,Human,Lung,,1,73.7885
,article,27718258,Oxide,ZnO,Sigma Aldrich,35,,,,,,MTT,A549,Human,Lung,,10,72.467
,article,27718258,Oxide,ZnO,Sigma Aldrich,35,,,,,,MTT,A549,Human,Lung,,100,11.0132
,article,27718258,Oxide,ZnO,Sigma Aldrich,35,,,,,,MTT,A549,Human,Lung,,1000,11.2335
,article,27718258,Oxide,ZnO,Sigma Aldrich,35,,,,,,MTT,HepG2,Human,Liver,,0.1,92.2907
,article,27718258,Oxide,ZnO,Sigma Aldrich,35,,,,,,MTT,HepG2,Human,Liver,,1,94.0529
,article,27718258,Oxide,ZnO,Sigma Aldrich,35,,,,,,MTT,HepG2,Human,Liver,,10,87.0044
,article,27718258,Oxide,ZnO,Sigma Aldrich,35,,,,,,MTT,HepG2,Human,Liver,,100,14.3172
,article,27718258,Oxide,ZnO,Sigma Aldrich,35,,,,,,MTT,HepG2,Human,Liver,,1000,12.9956
,article,26364578,Oxide,ZnO,Alfa Aesar,67,,,,16,,Muse cell count and viability assay,SH-SY5Y,Human,Bone,24 h,0,98.0258
,article,26364578,Oxide,ZnO,Alfa Aesar,67,,,,16,,Muse cell count and viability assay,SH-SY5Y,Human,Bone,24 h,10,86.1803
,article,26364578,Oxide,ZnO,Alfa Aesar,67,,,,16,,Muse cell count and viability assay,SH-SY5Y,Human,Bone,24 h,15,71.073
,article,26364578,Oxide,ZnO,Alfa Aesar,67,,,,16,,Muse cell count and viability assay,SH-SY5Y,Human,Bone,24 h,20,64.8927
,article,26364578,Oxide,ZnO,Alfa Aesar,67,,,,16,,Muse cell count and viability assay,SH-SY5Y,Human,Bone,24 h,25,55.9657
,article,26364578,Oxide,ZnO,Alfa Aesar,67,,,,16,,Muse cell count and viability assay,SH-SY5Y,Human,Bone,24 h,30,41.8884
,article,26364578,Oxide,ZnO,Alfa Aesar,67,,,,16,,MTT,SH-SY5Y,Human,Bone,24 h,0,100
,article,26364578,Oxide,ZnO,Alfa Aesar,67,,,,16,,MTT,SH-SY5Y,Human,Bone,24 h,10,92.9143
,article,26364578,Oxide,ZnO,Alfa Aesar,67,,,,16,,MTT,SH-SY5Y,Human,Bone,24 h,15,80.4
,article,26364578,Oxide,ZnO,Alfa Aesar,67,,,,16,,MTT,SH-SY5Y,Human,Bone,24 h,20,70.1143
,article,26364578,Oxide,ZnO,Alfa Aesar,67,,,,16,,MTT,SH-SY5Y,Human,Bone,24 h,25,62.2286
,article,26364578,Oxide,ZnO,Alfa Aesar,67,,,,16,,MTT,SH-SY5Y,Human,Bone,24 h,30,40.2857
,article,26248212,Oxide,ZnO,Sigma Aldrich,26,500,,-7.6,27.4,Sphere,MTT,WIL2-NS,Human,Spleen,24 h,10,113.0563
,article,26248212,Oxide,ZnO,Sigma Aldrich,26,500,,-7.6,27.4,Sphere,MTT,WIL2-NS,Human,Spleen,24 h,20,73.6461
,article,26248212,Oxide,ZnO,Sigma Aldrich,26,500,,-7.6,27.4,Sphere,MTT,WIL2-NS,Human,Spleen,24 h,35,45.8713
,article,26248212,Oxide,ZnO,Sigma Aldrich,26,500,,-7.6,27.4,Sphere,MTT,WIL2-NS,Human,Spleen,24 h,40,32.9222
,article,26248212,Oxide,ZnO,Sigma Aldrich,26,500,,-7.6,27.4,Sphere,MTT,WIL2-NS,Human,Spleen,24 h,10,96.9169
,article,26248212,Oxide,ZnO,Sigma Aldrich,26,500,,-7.6,27.4,Sphere,MTT,WIL2-NS,Human,Spleen,24 h,20,59.7587
,article,26248212,Oxide,ZnO,Sigma Aldrich,26,500,,-7.6,27.4,Sphere,MTT,WIL2-NS,Human,Spleen,24 h,35,31.0456
,article,26248212,Oxide,ZnO,Sigma Aldrich,26,500,,-7.6,27.4,Sphere,MTT,WIL2-NS,Human,Spleen,24 h,40,14.1555
,article,26248212,Oxide,ZnO,Sigma Aldrich,26,500,,-7.6,27.4,Sphere,MTT,WIL2-NS,Human,Spleen,24 h,10,95.2279
,article,26248212,Oxide,ZnO,Sigma Aldrich,26,500,,-7.6,27.4,Sphere,MTT,WIL2-NS,Human,Spleen,24 h,20,51.689
,article,26248212,Oxide,ZnO,Sigma Aldrich,26,500,,-7.6,27.4,Sphere,MTT,WIL2-NS,Human,Spleen,24 h,35,4.7721
,article,26248212,Oxide,ZnO,Sigma Aldrich,26,500,,-7.6,27.4,Sphere,MTT,WIL2-NS,Human,Spleen,24 h,40,4.2091
,article,25784947,Oxide,ZnO,Self-synthesized,12.5,,,,,Sphere,MTT,3T3,Mouse,Embryo,72 h,0,100
,article,25784947,Oxide,ZnO,Self-synthesized,12.5,,,,,Sphere,MTT,3T3,Mouse,Embryo,72 h,1.5,99.0645
,article,25784947,Oxide,ZnO,Self-synthesized,12.5,,,,,Sphere,MTT,3T3,Mouse,Embryo,72 h,3,91.1757
,article,25784947,Oxide,ZnO,Self-synthesized,12.5,,,,,Sphere,MTT,3T3,Mouse,Embryo,72 h,6,86.1694
,article,25784947,Oxide,ZnO,Self-synthesized,12.5,,,,,Sphere,MTT,3T3,Mouse,Embryo,72 h,12.5,83.1353
,article,25784947,Oxide,ZnO,Self-synthesized,12.5,,,,,Sphere,MTT,3T3,Mouse,Embryo,72 h,25,79.0392
,article,25784947,Oxide,ZnO,Self-synthesized,12.5,,,,,Sphere,MTT,3T3,Mouse,Embryo,72 h,50,71.1504
,article,25784947,Oxide,ZnO,Self-synthesized,12.5,,,,,Sphere,MTT,3T3,Mouse,Embryo,72 h,100,67.2061
,article,25784947,Oxide,ZnO,Self-synthesized,12.5,,,,,Sphere,MTT,WEHI-3,Mouse,Blood,72 h,0,100
,article,25784947,Oxide,ZnO,Self-synthesized,12.5,,,,,Sphere,MTT,WEHI-3,Mouse,Blood,72 h,1.5,70.9565
,article,25784947,Oxide,ZnO,Self-synthesized,12.5,,,,,Sphere,MTT,WEHI-3,Mouse,Blood,72 h,3,65.0435
,article,25784947,Oxide,ZnO,Self-synthesized,12.5,,,,,Sphere,MTT,WEHI-3,Mouse,Blood,72 h,6,50.9565
,article,25784947,Oxide,ZnO,Self-synthesized,12.5,,,,,Sphere,MTT,WEHI-3,Mouse,Blood,72 h,12.5,46.087
,article,25784947,Oxide,ZnO,Self-synthesized,12.5,,,,,Sphere,MTT,WEHI-3,Mouse,Blood,72 h,25,35.6522
,article,25784947,Oxide,ZnO,Self-synthesized,12.5,,,,,Sphere,MTT,WEHI-3,Mouse,Blood,72 h,50,26.9565
,article,25784947,Oxide,ZnO,Self-synthesized,12.5,,,,,Sphere,MTT,WEHI-3,Mouse,Blood,72 h,100,20
,article,25784947,Oxide,ZnO,Self-synthesized,12.5,,,,,Sphere,MTT,CRL-1453,Mouse,Lung,72 h,0,100
,article,25784947,Oxide,ZnO,Self-synthesized,12.5,,,,,Sphere,MTT,CRL-1453,Mouse,Lung,72 h,1.5,82.9565
,article,25784947,Oxide,ZnO,Self-synthesized,12.5,,,,,Sphere,MTT,CRL-1453,Mouse,Lung,72 h,3,73.0435
,article,25784947,Oxide,ZnO,Self-synthesized,12.5,,,,,Sphere,MTT,CRL-1453,Mouse,Lung,72 h,6,69.0435
,article,25784947,Oxide,ZnO,Self-synthesized,12.5,,,,,Sphere,MTT,CRL-1453,Mouse,Lung,72 h,12.5,51.1304
,article,25784947,Oxide,ZnO,Self-synthesized,12.5,,,,,Sphere,MTT,CRL-1453,Mouse,Lung,72 h,25,49.2174
,article,25784947,Oxide,ZnO,Self-synthesized,12.5,,,,,Sphere,MTT,CRL-1453,Mouse,Lung,72 h,50,35.1304
,article,25784947,Oxide,ZnO,Self-synthesized,12.5,,,,,Sphere,MTT,CRL-1453,Mouse,Lung,72 h,100,24.8696
,article,25784947,Oxide,ZnO,Self-synthesized,12.5,,,,,Sphere,MTT,CT-26,Mouse,Colon,72 h,0,100
,article,25784947,Oxide,ZnO,Self-synthesized,12.5,,,,,Sphere,MTT,CT-26,Mouse,Colon,72 h,1.5,76.3478
,article,25784947,Oxide,ZnO,Self-synthesized,12.5,,,,,Sphere,MTT,CT-26,Mouse,Colon,72 h,3,64.5217
,article,25784947,Oxide,ZnO,Self-synthesized,12.5,,,,,Sphere,MTT,CT-26,Mouse,Colon,72 h,6,59.4783
,article,25784947,Oxide,ZnO,Self-synthesized,12.5,,,,,Sphere,MTT,CT-26,Mouse,Colon,72 h,12.5,50.2609
,article,25784947,Oxide,ZnO,Self-synthesized,12.5,,,,,Sphere,MTT,CT-26,Mouse,Colon,72 h,25,44.1739
,article,25784947,Oxide,ZnO,Self-synthesized,12.5,,,,,Sphere,MTT,CT-26,Mouse,Colon,72 h,50,28
,article,25784947,Oxide,ZnO,Self-synthesized,12.5,,,,,Sphere,MTT,CT-26,Mouse,Colon,72 h,100,18.9565
,article,25784947,Oxide,ZnO,Self-synthesized,12.5,,,,,Sphere,MTT,4T1,Mouse,Breast,72 h,0,100
,article,25784947,Oxide,ZnO,Self-synthesized,12.5,,,,,Sphere,MTT,4T1,Mouse,Breast,72 h,1.5,94.2609
,article,25784947,Oxide,ZnO,Self-synthesized,12.5,,,,,Sphere,MTT,4T1,Mouse,Breast,72 h,3,89.3913
,article,25784947,Oxide,ZnO,Self-synthesized,12.5,,,,,Sphere,MTT,4T1,Mouse,Breast,72 h,6,77.0435
,article,25784947,Oxide,ZnO,Self-synthesized,12.5,,,,,Sphere,MTT,4T1,Mouse,Breast,72 h,12.5,60
,article,25784947,Oxide,ZnO,Self-synthesized,12.5,,,,,Sphere,MTT,4T1,Mouse,Breast,72 h,25,52
,article,25784947,Oxide,ZnO,Self-synthesized,12.5,,,,,Sphere,MTT,4T1,Mouse,Breast,72 h,50,40
,article,25784947,Oxide,ZnO,Self-synthesized,12.5,,,,,Sphere,MTT,4T1,Mouse,Breast,72 h,100,32
,article,25771730,Metal,Ag,Hangzhou Wan Jing New Limited,90,,,,,Sphere,WST,Caco-2,Human,Colon,24 h,0,1
,article,25771730,Metal,Ag,Hangzhou Wan Jing New Limited,90,,,,,Sphere,WST,Caco-2,Human,Colon,24 h,10,0.275
,article,25771730,Metal,Ag,Hangzhou Wan Jing New Limited,90,,,,,Sphere,WST,Caco-2,Human,Colon,24 h,25,0.2537
,article,25771730,Metal,Ag,Hangzhou Wan Jing New Limited,90,,,,,Sphere,WST,Caco-2,Human,Colon,24 h,50,0.1749
,article,25771730,Metal,Ag,Hangzhou Wan Jing New Limited,90,,,,,Sphere,WST,Caco-2,Human,Colon,24 h,100,0.1749
,article,25771730,Metal,Ag,Hangzhou Wan Jing New Limited,90,,,,,Sphere,WST,Caco-2,Human,Colon,24 h,200,0.1389
,article,25771730,Metal,Ag,Hangzhou Wan Jing New Limited,90,,,,,Sphere,WST,Caco-2,Human,Colon,24 h,0,1
,article,25771730,Metal,Ag,Hangzhou Wan Jing New Limited,90,,,,,Sphere,WST,Caco-2,Human,Colon,24 h,10,0.7877
,article,25771730,Metal,Ag,Hangzhou Wan Jing New Limited,90,,,,,Sphere,WST,Caco-2,Human,Colon,24 h,25,0.6302
,article,25771730,Metal,Ag,Hangzhou Wan Jing New Limited,90,,,,,Sphere,WST,Caco-2,Human,Colon,24 h,50,0.6636
,article,25771730,Metal,Ag,Hangzhou Wan Jing New Limited,90,,,,,Sphere,WST,Caco-2,Human,Colon,24 h,100,0.6849
,article,25771730,Metal,Ag,Hangzhou Wan Jing New Limited,90,,,,,Sphere,WST,Caco-2,Human,Colon,24 h,200,0.6328
,article,25578534,Oxide,ZnO,NanoAmor,,,,,,,MTT,PBLs,Human,Blood,24 h,0,89.8667
,article,25578534,Oxide,ZnO,NanoAmor,,,,,,,MTT,PBLs,Human,Blood,24 h,10,82.1333
,article,25578534,Oxide,ZnO,NanoAmor,,,,,,,MTT,PBLs,Human,Blood,24 h,50,84.5333
,article,25578534,Oxide,ZnO,NanoAmor,,,,,,,MTT,PBLs,Human,Blood,24 h,100,85.0667
,article,25578534,Oxide,ZnO,NanoAmor,,,,,,,MTT,PBLs,Human,Blood,24 h,500,79.4667
,article,25578534,Oxide,ZnO,NanoAmor,,,,,,,MTT,PBLs,Human,Blood,24 h,1000,81.8667
,article,25578534,Oxide,ZnO,NanoAmor,,,,,,,MTT,PBLs,Human,Blood,24 h,10000,70.4
,article,25578534,Oxide,ZnO,NanoAmor,,,,,,,MTT,PBLs,Human,Blood,8 h,0,96.2667
,article,25578534,Oxide,ZnO,NanoAmor,,,,,,,MTT,PBLs,Human,Blood,8 h,10,92
,article,25578534,Oxide,ZnO,NanoAmor,,,,,,,MTT,PBLs,Human,Blood,8 h,50,90.9333
,article,25578534,Oxide,ZnO,NanoAmor,,,,,,,MTT,PBLs,Human,Blood,8 h,100,90.1333
,article,25578534,Oxide,ZnO,NanoAmor,,,,,,,MTT,PBLs,Human,Blood,8 h,500,90.1333
,article,25578534,Oxide,ZnO,NanoAmor,,,,,,,MTT,PBLs,Human,Blood,8 h,1000,94.4
,article,25578534,Oxide,ZnO,NanoAmor,,,,,,,MTT,PBLs,Human,Blood,8 h,10000,90.4
,article,25578534,Oxide,ZnO,NanoAmor,,,,,,,MTT,PBLs,Human,Blood,4 h,0,98.1333
,article,25578534,Oxide,ZnO,NanoAmor,,,,,,,MTT,PBLs,Human,Blood,4 h,10,96.5333
,article,25578534,Oxide,ZnO,NanoAmor,,,,,,,MTT,PBLs,Human,Blood,4 h,50,93.0667
,article,25578534,Oxide,ZnO,NanoAmor,,,,,,,MTT,PBLs,Human,Blood,4 h,100,95.2
,article,25578534,Oxide,ZnO,NanoAmor,,,,,,,MTT,PBLs,Human,Blood,4 h,500,94.1333
,article,25578534,Oxide,ZnO,NanoAmor,,,,,,,MTT,PBLs,Human,Blood,4 h,1000,94.9333
,article,25578534,Oxide,ZnO,NanoAmor,,,,,,,MTT,PBLs,Human,Blood,4 h,10000,92
,article,25578534,Oxide,ZnO,NanoAmor,,,,,,,MTT,PBLs,Human,Blood,24 h,0,89.8396
,article,25578534,Oxide,ZnO,NanoAmor,,,,,,,MTT,PBLs,Human,Blood,24 h,10,86.3636
,article,25578534,Oxide,ZnO,NanoAmor,,,,,,,MTT,PBLs,Human,Blood,24 h,50,86.631
,article,25578534,Oxide,ZnO,NanoAmor,,,,,,,MTT,PBLs,Human,Blood,24 h,100,84.492
,article,25578534,Oxide,ZnO,NanoAmor,,,,,,,MTT,PBLs,Human,Blood,24 h,500,78.3422
,article,25578534,Oxide,ZnO,NanoAmor,,,,,,,MTT,PBLs,Human,Blood,24 h,1000,64.7059
,article,25578534,Oxide,ZnO,NanoAmor,,,,,,,MTT,PBLs,Human,Blood,24 h,10000,47.861
,article,25578534,Oxide,ZnO,NanoAmor,,,,,,,MTT,PBLs,Human,Blood,8 h,0,95.9893
,article,25578534,Oxide,ZnO,NanoAmor,,,,,,,MTT,PBLs,Human,Blood,8 h,10,91.9786
,article,25578534,Oxide,ZnO,NanoAmor,,,,,,,MTT,PBLs,Human,Blood,8 h,50,91.1765
,article,25578534,Oxide,ZnO,NanoAmor,,,,,,,MTT,PBLs,Human,Blood,8 h,100,90.107
,article,25578534,Oxide,ZnO,NanoAmor,,,,,,,MTT,PBLs,Human,Blood,8 h,500,87.9679
,article,25578534,Oxide,ZnO,NanoAmor,,,,,,,MTT,PBLs,Human,Blood,8 h,1000,87.4332
,article,25578534,Oxide,ZnO,NanoAmor,,,,,,,MTT,PBLs,Human,Blood,8 h,10000,77.0053
,article,25578534,Oxide,ZnO,NanoAmor,,,,,,,MTT,PBLs,Human,Blood,4 h,0,97.861
,article,25578534,Oxide,ZnO,NanoAmor,,,,,,,MTT,PBLs,Human,Blood,4 h,10,96.5241
,article,25578534,Oxide,ZnO,NanoAmor,,,,,,,MTT,PBLs,Human,Blood,4 h,50,92.5134
,article,25578534,Oxide,ZnO,NanoAmor,,,,,,,MTT,PBLs,Human,Blood,4 h,100,94.9198
,article,25578534,Oxide,ZnO,NanoAmor,,,,,,,MTT,PBLs,Human,Blood,4 h,500,94.1176
,article,25578534,Oxide,ZnO,NanoAmor,,,,,,,MTT,PBLs,Human,Blood,4 h,1000,94.9198
,article,25578534,Oxide,ZnO,NanoAmor,,,,,,,MTT,PBLs,Human,Blood,4 h,10000,92.246
